item,itemLabel
Q6262188,John_W._Coffey
Q5362208,Eliza_Turck
Q20737649,Robert Barritt
Q27049880,Angela_Grossmann
Q43379343,Bill_Miller_(artist)
Q6262713,John_Walker_(curator)
Q7378881,Rukmini_Varma
Q20737908,Barry Daniels
Q6375432,Kate_Clark_(artist)
Q47485394,Michael_De_Feo
Q6265899,John_the_Painter
Q4768113,Anne_Acheson
Q20740682,Mark Burrell
Q1592653,Henriette_Manigk
Q48471424,Kai_Lossgott
Q6270338,Jon_Baddeley
Q4859232,Barbara_Probst
Q20740885,Betty Pat Gatliff
Q6957719,Nadia_Plesner
Q19660456,Ross_Sinclair_(artist)
Q6275845,Jonny_Xacto
Q90627,Ingeborg_Lüscher
Q20741897,Jim Vivieaere
Q6812680,Melissa_Doherty
Q44147121,Anthony_Schrag
Q62771544,Charlotte_Bolland
Q7270689,Queena_Stovall
Q20744492,Giorgi Kukhalashvili
Q4697200,Aimée_Julie_Cheron
Q46585645,Larry_Cook_(artist)
Q6279766,Josef_Ekberg
Q6938599,Muriel_Brandt
Q20744498,Dominik Lang
Q210767,Riko_Korie
Q16945517,Simon_Stålenhag
Q6283286,Joseph_G._Butler_Jr.
Q5248188,Deborah_Brown
Q2075573,Alex Somers
Q5045241,Caroline_Townshend
Q61911464,George_Matsusaburo_Hibi
Q6283612,Joseph_Gulston_(collector)
Q4693058,Agnes_II,_Abbess_of_Quedlinburg
Q20757562,Martin Bradley
Q3058592,Espérance_Langlois
Q50106683,Matty_Mo
Q6297127,Joy_Finzi
Q7164451,Penny_Wolin
Q2076922,Martin Mytens
Q7563061,Sophie_Ryder
Q46978642,Patrick_O'Brien_(artist)
Q62996464,Carrie_Rebora_Barratt
Q6763118,Marie_Šechtlová
Q2077485,Daniel Ost
Q2205797,SEO_(artist)
Q30501066,Luca_Pignatelli
Q6300719,Juan_Pablos
Q7207745,Poh_Ling_Yeow
Q2077621,Peter Proksch
Q6744181,Mallika_Chabba
Q46531273,Brian_Borrello
Q6301133,Juan_Vicente_Aliaga
Q5125339,Claire_Van_Vliet
Q207939,Alexander McQueen
Q4898967,Betty_Sabo
Q54859847,Stanley_Ernest_Brunst
Q6303466,Judith_Hoffberg
Q273126,Anna_Dorothea_Therbusch
Q20794982,Armen Vardapetyan
Q5044543,Carol_Schlosberg
Q50345152,Keegan_Hall
Q6303576,Judith_Miller_(antiques_expert)
Q3228934,Lee_So-young_(artist)
Q20804356,Tarek Al-Ghoussein
Q7702145,Teresa_Gazitúa
Q47541607,Victor_Hugo_(artist_and_window_dresser)
Q6305846,Rakel_Liekki
Q7225833,Polly_Smith
Q2081158,Ali bey Huseynzade
Q4161919,Lilija_Dinere
Q54859849,Rudolph_Pen
Q6306278,Julia_Cartwright_Ady
Q3228887,Lee_Hyeon-sook
Q20825251,John Yeadon
Q1234422,Dodo_(painter)
Q3810745,Joël_Mpah_Dooh
Q6307594,Julian_Spalding
Q482826,Won_Soo-yeon
Q20825681,Lindy Lee
Q5508579,Fumiko_Nakashima
Q16297867,Vito_Bongiorno
Q63102212,Esther_Stevens_Brazer
Q8061196,Yun_Mi-kyung
Q20830721,Frederik von Scholten
Q8062517,Yvonne_Wartiainen
Q52145029,Peter_Matthews_(artist)
Q63117456,Martin_Friedman_(museum_director)
Q4916285,Birgit_Stauch
Q2085431,Stephen Huneck
Q4736665,Althea_Wynne
Q1918483,Master_of_the_Plump-Cheeked_Madonnas
Q63118238,Ralph_Rugoff
Q5553973,Hollis_Sigler
Q20856693,William L. Hawkins
Q6787498,Matilda_Browne
Q48834697,Alan_Loehle
Q63126936,Stefan_Kalmár
Q7038027,Nina_Matsumoto
Q20856780,Jan Nelson
Q5109042,Christabel_Cockerell
Q55622293,Martin_Roth_(artist)
Q6317941,Justin_Mortimer
Q4725789,Alice_Cooper_(sculptor)
Q20857975,Drew Heitzler
Q2942109,Catherine_Zask
Q12897714,Theard_Aladin
Q63184846,Betty_Cooke
Q4163485,Brigitte_Lacombe
Q20861416,Willie Birch
Q6743963,Mall_Nukke
Q43139731,Brent_Wadden
Q63190489,Esther_Schipper
Q5451117,Fiona_Staples
Q2086841,Eve Ensler
Q5401150,Esther_Baum_Born
Q51752000,Sachio_Yamashita
Q6320296,Jóannes_Lamhauge
Q6778979,Mary_Augusta_Mullikin
Q20874911,Armenouhi Martirosyan
Q5340256,Edris_Eckhardt
Q19325977,William_Bainbridge_Reynolds
Q6321600,Jørgen_von_Cappelen_Knudtzon
Q454670,Eva_Bonnier
Q2088367,Jan De Cock
Q18684917,Diana_Boulay
Q52106932,Keith_Jellum
Q63229917,Estelle_Witherspoon
Q6726673,Maddy_Rosenberg
Q2088625,Panteleimon Golosov
Q21061478,Sherrie_Wolf
Q55640171,Joseph_Young_(artist)
Q63314329,Alexander_Fried
Q3467563,Ana_Miralles
Q20891569,Pájaro
Q6842926,Midori_Suzuki_(artist)
Q56043274,Victor_Gordon
Q63465033,Charles_Zadok
Q6756680,Marcey_Jacobson
Q20948755,Kevin Kwan
Q4897481,Beth_Diane_Armstrong
Q55314763,Craig_Drennen
Q6367499,Kara_Cooney
Q6813338,Melodie_McDaniel
Q2096328,Piotr Skrzynecki
Q5648190,Hanieh_Mohammad_Bagher
Q55696254,Zeng_Jingsheng
Q6373445,Karsten_Schubert
Q7087149,Olive_Edis
Q20966001,Akosua Agyapong
Q4782009,April_Deniz
Q66816485,Blondey_McCoy
Q6374710,Kassandra_Painter
Q5566446,Gladys_Parker
Q20979302,Jerelle Kraus
Q2929687,Maria_Jacoba_Ommeganck
Q55099650,Charles_Staniforth_Hext
Q6376207,Katharine_Kuh
Q5092749,Cheryl_Machat_Dorskind
Q2097997,Gisbert Combaz
Q5254179,Dellamarie_Parrilli
Q58892196,James_T._A._Osborne
Q6376379,Katherine_Fryer
Q6308500,Julie_Rrap
Q20981197,Erica McGilchrist
Q4981104,Bryony_Kimmings
Q56868112,Po_Kim
Q6376715,Kathleen_Garman
Q5045088,Caroline_Grosvenor
Q20982056,Marjorie van Heerden
Q13560679,Jenny_Eakin_Delony
Q2092913,Laser_3.14
Q6378357,Kattoor_Narayana_Pillai
Q16731617,Jennifer_Loomis
Q20982450,Abel Tilahun
Q4853371,Bambi_Graffiti
Q55584702,Konstantin_Kotyanovsky
Q6384791,Keith_Morant
Q3701766,Daniela_Benedini
Q20983938,The Remix Master
Q7279466,Rachel_de_Montmorency
Q55629999,Pietro_Erardi
Q6385983,Kelly_Church
Q6550159,Lina_Dorado
Q20984395,Annemarie Davidson
Q6756283,Marcela_Lobo_Crenier
Q55603564,Alessio_Erardi
Q63866993,Breda_Beban
Q443732,Hanne_Darboven
Q20984501,Mary Martín
Q16149496,KC_Adams
Q56274917,Gary_Freeman_(illustrator)
Q6387880,Ken_Johnson_(art_critic)
Q7929531,Vikky_Alexander
Q20985219,Mike Bundlie
Q15109555,Mabel_Esplin
Q16359258,Jēkabs_Bīne
Q6389828,Kenneth_Athol_Webster
Q7037988,Nina_Katchadourian
Q20985359,Errol Lloyd
Q3881841,Olivia_Musgrave
Q56225976,Knute_Stiles
Q63969963,Phyllis_Kind
Q5518272,Gale_Fulton_Ross
Q20985452,Kofi Kayiga
Q13560763,Jackie_Brookner
Q56485403,Leo_Segedin
Q64006121,Manfred_L._Keiler
Q2980727,Clémentine-Hélène_Dufau
Q20985878,Sergio Valadez Estrada
Q6182091,Jeri_Redcorn
Q56249740,Michael_Skrepnick
Q64009111,Juliette_Losq
Q3264007,Lourdes_Grobet
Q21002309,Theyre Lee-Elliott
Q12061760,Michele_Rushworth
Q56283916,Julio_Lacerda
Q64009895,Helen_Cammock
Q7493296,Shelagh_Cluett
Q21003113,Jorge Luis Farjat
Q6900410,Monir_Shahroudy_Farmanfarmaian
Q66764433,Joe_Sola
Q64021801,Amédée_Pacôme_Nkoulou
Q5291251,Domitille_Collardey
Q21003625,Marcia Schvartz
Q6376143,Katharina_Rozee
Q56600119,Paul_Binnie
Q6409305,Kim_Sang-soon
Q139282,Bady_Minck
Q21003870,Charles Hepburn Scott
Q16150870,Philemona_Williamson
Q59655825,LeRoy_Foster_(artist)
Q6419949,Klaus_Perls
Q4764707,Anilza_Leoni
Q21003941,Oscar Paterson
Q1856185,Margaret_Bernadine_Hall
Q57584482,Trinidad_Núñez_Quiñones
Q64224961,Samantha_Biffot
Q6968811,Nathalie_Quagliotto
Q21003974,Tina Gray
Q6780256,Mary_Martha_Pearson
Q56753674,Jim_Ricks
Q64373672,Hortavie_Mpondo
Q6531467,Shiho_Fukada
Q21003990,Saul Yaffie
Q6548577,Lily_Yeh
Q59655831,Justin_Maas
Q64489,Johann_Jakob_Wilhelm_Heinse
Q7028464,Nicki_Greenberg
Q21003991,Kumi Yamashita
Q274026,Anita_Rée
Q59241461,Eli_Sheldon_Glover
Q64607,Wilhelm_von_Bode
Q2849375,Angela_Gregory
Q21004928,Bahk Jong-sun
Q964420,Patricia_Erbelding
Q57585684,Ilija_Šoškić
Q64683631,Elizur_G._Webster
Q6126884,Rika_Noguchi
Q21005737,Arthur Elsenaar
Q6205148,Joan_Howson
Q58007941,Sagaki_Keita
Q64740279,Chen_Shuxia
Q6729396,Maeve_Harris
Q21015390,Sayuri
Q2960916,Charline_von_Heyl
Q58332009,Lloyd_Wulf
Q64759156,Shannon_Downey
Q6963804,Nanna_Hänninen
Q21031598,Mario Volpe
Q8002379,Wilhelmina_Weber_Furlong
Q58815602,Eiichi_Kotozuka
Q64759420,John_O._Bellis
Q5400980,Ester_Partegàs
Q21034822,Saskia Boddeke
Q1052895,Celia_Calderón
Q43128074,Orville_Bulman
Q6489964,Larry_Blamire
Q7494211,Shenda_Amery
Q21055361,Luca Pozzi
Q4181435,Elena_Zhukova
Q31295305,Faig_Ahmed
Q649052,Paul_Durand-Ruel
Q6178688,Jennifer_Oxley
Q21055548,Clément Cogitore
Q7422097,Sarah_Beth_Goncarova
Q60735375,Matthew_Jensen_(artist)
Q6490636,Larry_Koon
Q6835632,Michaele_Jordana
Q21061627,Peter Rodulfo
Q16012110,Lê_Thị_Lựu
Q60735543,Victor_Wang
Q6491094,Lowy_Frame_and_Restoring_Company
Q5702067,Helen_Cordero
Q21062144,Paul Friedlander
Q6827010,Mi_Na_(painter)
Q55235562,Andreas_Greiner
Q6491757,Lars_Tharp
Q2006411,Antonietta_Brandeis
Q21062609,Julien Sinzogan
Q3891589,Alix_Aymé
Q6194139,Joseph_Magnus_Stäck
Q65029864,Paul_Devens
Q6698400,Lucy_Knisley
Q21062631,Debra Phillips
Q16012600,Moira_Forsyth
Q60776158,Conrad_Schwiering
Q65038087,Mick_Haggerty
Q5446751,Fidelia_Bridges
Q21062655,Randy Lee Cutler
Q7023118,Nguyễn_Thị_Kim
Q59588855,Lon_Megargee
Q65045566,Rue_Winterbotham_Carpenter
Q4889546,Benka_Pulko
Q21062699,Paul Gerrard
Q6499289,Laura_Owens
Q59725214,William_Standing
Q65069282,Alvia_Wardlaw
Q4858957,Barbara_Hanrahan
Q21063187,Olivia Aroha Giles
Q1132146,Cordelia_Urueta
Q60048900,Bud_Helbig
Q65078965,Louise_E._Jefferson
Q15440528,Simone_Gilges
Q21063512,Irene Neal
Q8079849,Đinh_Ý_Nhi
Q60195410,Cannupa_Hanska_Luger
Q6525133,Leonard_Bocour
Q6759643,Margaret_Lindsay_Holton
Q21063565,Shana Lutker
Q8079976,Đỗ_Thị_Ninh
Q60736960,Michael_Janis
Q6525484,Leonard_Lauder
Q4902519,Bianca_Wallin
Q21063667,Sarah Larnach
Q8060791,Yuko_Shimizu_(illustrator)
Q60632890,Cold_War_Steve
Q6526939,Leopold_Ettlinger
Q5219251,Daniela_Yaniv-Richter
Q21064046,Hiromi Tango
Q5163586,Constance_Stokes
Q60774006,Roger_Kastel
Q6530350,Athar_El-Hakim
Q5199910,Cyndi_Tang
Q21064092,Pierre Koukjian
Q6543586,Lida_Moser
Q60819486,Kirby_Jenner
Q65321811,Awa_Sène_Sarr
Q47482398,Sarah_Andersen
Q21064769,Robert Pilot
Q3415864,Rabarama
Q63083404,Robin_Klassnik
Q65351,Paul_Cassirer
Q513196,Hélène_Binet
Q21067390,Rae Heint
Q5364488,Ella_Du_Cane
Q61013502,Sidney_Mobell
Q65444179,Frederika_Menezes
Q16204391,Simone_Lia
Q21067417,Cindy Bernard
Q5664492,María_Luisa_Reid
Q61788577,Joe_Shannon_(artist)
Q6547710,Lilian_Swann_Saarinen
Q5364937,Ellen_McCaleb
Q21071205,Matt Wisniewski
Q4769447,Annie_Walke
Q3591107,Éric_Duyckaerts
Q6548092,Lillian_Browse
Q2978479,Claudine_Doury
Q21072155,Alfred D. Crimi
Q6967991,Natalia_Almada
Q61748320,Alfred_Hair
Q6548147,Lillian_Hoban
Q563197,Anna_Schuleit_Haber
Q21074258,Larry Lee
Q23013563,Genevieve_Belleveau
Q61640795,Tony_Briffa_(artist)
Q6552782,Lindsay_Pollock
Q6780677,Mary_Sargant_Florence
Q21078075,Augustin Tschinkel
Q5434020,Fanny_Corbaux
Q61641465,Leonard_Lopp
Q65550159,Mike_Boehm
Q2625077,Ksenia_Milicevic
Q21078471,Frederick Joss
Q4769106,Annette_P._Jimerson
Q61658754,Byron_Wolfe
Q65680078,Miles_Maryott
Q5045313,Carolyn_Brady
Q2108038,Guido Quaroni
Q7902562,Utako_Yamada
Q61810524,John_McDermott_(Scottish_artist)
Q65684080,Philip_Bacon
Q7766767,Lorraine_Malach
Q2108395,Paul Panhuysen
Q61719454,Shawne_Major
Q65074564,Vincent_D._Smith
Q65925029,Evelyne_Oughtred_Buchanan
Q13560750,Marion_Nicholl_Rawson
Q21095591,Alirio Palacios
Q7925389,Vicki_DaSilva
Q3894655,Papa_Ibra_Tall
Q65935985,Karen_Fitzgerald
Q5163563,Constance_Marie_Charpentier
Q21104189,Pippa Garner
Q6204922,Joan_Carlile
Q31087622,Korakrit_Arunanondchai
Q65960680,Tod_Lippy
Q6172180,Jeanne_Quinn
Q21130123,Franz Xaver Kosler
Q5715931,Henrietta_Dubrey
Q65704509,Andrija_Raičević
Q66057683,Deborah_Kennedy_(artist)
Q3564389,Véronique_de_Viguerie
Q21130532,Josef Vacke
Q3728614,Joy_Laville
Q62050682,Jes_Fan
Q66144584,Kim_Sajet
Q7675477,Tahia_Halim
Q21167571,Gregor Schmidinger
Q7235703,Pouran_Jinchi
Q62016477,James_Randall_Marsh
Q662539,Domenico_Buratti
Q5664224,Harriet_Ludlow_Clarke
Q21170640,Des Hughes
Q7660033,Sydney_Mary_Thompson
Q62061704,Shohei_Otomo
Q662931,Camille_Mauclair
Q4967901,Brigitte_Lovisa_Fouché
Q21173890,BillyBoy*
Q8073336,Zoetica_Ebb
Q62083864,Henry_Clay_Blinn
Q66309772,Patrick_Killian
Q6759525,Margaret_Holland_Sargent
Q21177183,Jorge Brito
Q5045061,Caroline_Fanny_Williams
Q62128026,Troy_Michie
Q66350578,Kirsten_Goss
Q5444448,Fern_Coppedge
Q21198134,Donald Chaffin
Q7841117,Tricia_McLaughlin
Q62140841,Joe_Minter
Q66351026,Ralph_Johonnot
Q4754972,Andrea_Blanch
Q21229078,Jeff Colson
Q4882877,Belinda_Douglas-Scott-Montagu,_Baroness_Montagu_of_Beaulieu
Q63117797,Irvin_Morazan
Q663856,Charles_Hugo_(writer)
Q7608395,Stephanie_Sinclaire
Q21230026,Jurek Wajdowicz
Q5460577,Florence_Camm
Q66605999,Tang_Tuck_Kan
Q66473924,Abraham_Harderet
Q6470225,Lady_Helena_Gleichen
Q2125041,Rabih Alameddine
Q6374506,Kasia_Banaś
Q63117856,Daniel_Lind-Ramos
Q6662440,Lloyd_Goodrich
Q4755108,Andrea_Gram
Q21262103,William Villalongo
Q4685673,Adrienne_Adams
Q63117949,Robert_Bittenbender
Q66665159,Giovanni_Aloi_(art_historian)
Q6034343,Inji_Aflatoun
Q2127476,Rahraw Omarzad
Q17404034,Carla_Lavatelli
Q65029314,Nate_Lewis_(artist)
Q6668359,Lois_Rosenthal
Q55402626,Carolyn_Mulholland
Q21280565,John Lynn
Q5394095,Ernestine_Panckoucke
Q66707200,The_Haas_Brothers_(artists)
Q66717484,Werner_H._Kramarsky
Q7982725,Wendy_McMurdo
Q213876,Carl-Alexander von Volborth
Q3187514,Joëlle_Morosoli
Q2846407,Andrea_Scacciati
Q66734002,Paul_Raison_(art_historian)
Q200890,Vivian_Maier
Q21393606,Desmond W. Helmore
Q10833798,Vũ_Giáng_Hương
Q43133485,Maurice_Logan
Q66748188,Zhang_Ding
Q6873101,Mireille_Eid_(Astore)
Q2140661,Reinhard Döhl
Q7291710,Randi_Monsen
Q63247825,Che_Lovelace
Q66764722,Jared_Lehr
Q6151162,Jane_Benham_Hay
Q21415744,Johann Sperber
Q6375505,Kate_Gilbert
Q43136021,David_Row
Q66765187,Noelle_Campbell-Sharp
Q7893754,Unity_Bainbridge
Q2142941,Rick Derringer
Q6772225,Marni_Kotak
Q65060038,Louis_Siegriest
Q66793688,April_Stone
Q7777214,Thea_Proctor
Q214312,Gustav Metzger
Q6765170,Marion_Deuchars
Q63302323,William_H._Clapp
Q6681434,Lorne_Campbell_(art_historian)
Q7680806,Tamara_Lackey
Q21462658,Charles E. S. Phillips
Q807360,Barbara_Bloom_(artist)
Q67091684,Aaron_Hawks
Q6687410,Louis_Huth
Q6947789,Mym_Tuma
Q21464062,Georgina Mossmen Greenlees
Q7920771,Vera_Fischer_(sculptor)
Q62068100,Jonathan_Jones_(artist)
Q6698433,Lucy_Myers_Wright_Mitchell
Q4386728,Lubov_Rabinovich
Q21464760,William Edwin Atkinson
Q7087169,Olive_Leonhardt
Q64746311,Nathaniel_Mary_Quinn
Q6704891,Luraine_Tansey
Q8002374,Wilhelmina_Geddes
Q21467258,Kofi Antubam
Q16011193,Eleanor_Layfield_Davis
Q67130302,Rubén_Grilo
Q67087213,Jan_Peterson
Q7923362,Vessna_Perunovich
Q21470306,Grant Wright Christian
Q5169401,Cora_Kelley_Ward
Q64031684,Frederick_Haynes
Q6709378,Lynne_Lawner
Q4727169,Alison_Rehfisch
Q21486225,Frank Payne
Q6308526,Julie_Speidel
Q65069435,John_Opper
Q67135688,Lucas_Zwirner
Q6469923,Lady_Alicia_Blackwood
Q21504170,Frédéric Sanchez
Q16195942,Irene_Chan
Q50556420,Alexandre_Obolensky
Q67160123,Naoki_Kusumi
Q7490100,Sharon_Irla
Q21521461,Horse MacGyver
Q5131624,Cleo_(painter)
Q63989888,Martin_Beck_(artist)
Q6721602,Mable_Burton_Ringling
Q6778788,Mary_Adshead
Q215215,John Mayer
Q5460336,Flora_Mitchell
Q65070599,Erlikilyika
Q6721991,MacKinley_Helm
Q6712200,M.J._Alexander
Q21531915,Ashraf Fayadh
Q539177,Susanne_Wenger
Q19896697,Im_Heung-soon
Q6736936,Mairi_Hedderwick
Q4899031,Bettye_Kimbrell
Q21535635,John Michael Skipper
Q776852,Rimma_Brailovskaya
Q67221039,Derek_Lerner
Q6737310,Maja_Jantar
Q3242624,Lissette_Solorzano
Q21535900,Joseph Fowles
Q2209831,Sabine_Moritz
Q29961432,William_A._Harper
Q67400415,Leeza_Ahmady
Q3740311,Faustina_Maratti
Q21536108,Caroline Barker
Q5623525,Gwenn_Seemel
Q65030035,Doron_Langberg
Q6740847,Yaacov_Kaufman
Q12858970,Lyn_Hancock
Q2153611,Stanisław Dróżdż
Q1152279,Chiara_Varotari
Q69459740,Rylsee
Q6748529,Manfred_Reiss
Q3853157,Maya_Zankoul
Q21536463,Margaret Kay
Q2277014,Ruth_Arion
Q3273439,Ma_Desheng
Q6753548,Manzura_Uldjabaeva
Q4357553,Helena_Arnell
Q21539248,Isabel May (Diana) Tweddle
Q2118275,Stella_Skopal
Q21288907,Frank_Owen_(artist)
Q6757146,Marcia_Tucker
Q10980717,Catherine_Cameron
Q21549822,Anna Fidler
Q3893578,Paola_Levi-Montalcini
Q21208471,Stephen_Kaltenbach
Q6757581,Marco_Invernizzi
Q6377884,Katrin_Koov
Q21550275,Diana Dowek
Q6760640,Margo_Maeckelberghe
Q64562617,Boyd_Elder
Q6759572,Margaret_Jourdain
Q429519,Siiri_Vallner
Q21555326,Shanti Panchal
Q6756352,Marcella_Comès_Winslow
Q65030381,Samuel_Prophask_Asamoah
Q6759775,Margaret_Nolan
Q5110756,Christina_Broom
Q21555329,Marianne Nicolson
Q1827236,Elin_Danielson-Gambogi
Q65768031,Uche_Okpa-Iroha
Q6759923,Margaret_Stokes
Q6548504,Lily_Kelly_Napangardi
Q21556392,Valeri Timofeev
Q6780105,Mary_Lloyd_(sculptor)
Q65030640,Richard_Burnside
Q6760282,Marge_Simon
Q6779618,Mary_Gartside
Q21558747,Rubem Robierb
Q6204079,JoWonder
Q66010134,Michael_de_Courcy_(artist)
Q6761211,Maria_Fusco
Q5407882,Eugenia_Berlin
Q2156487,Robert Bateman
Q7920760,Vera_Dajht-Kralj
Q65031520,Bert_Long,_Jr.
Q6763113,Marie_van_Goethem
Q8061567,Yuri_Narushima
Q21568848,Alicia Kopf
Q21455463,Alice_Kettle
Q38755018,David_Butler_(sculptor)
Q6766341,Marjorie_Tipping
Q6660410,Liza_Lou
Q21572891,Cheongsin Low
Q5565148,Gitta_Gyenes
Q21555377,Steven_C._Harvey
Q6769814,Mark_Stacey
Q7334044,Riki_R._Nelson
Q2157613,Jerry Elizalde Navarro
Q4685667,Adrienn_Henczné_Deák
Q66005206,John_Dilg
Q6769866,Mark_Stoddart
Q6763563,Marilyn_Kirsch
Q215762,Joseph Merrick
Q6760595,Margit_Sebők
Q66047472,Jorge_Cocco_Santángelo
Q67762,Daniel-Henry_Kahnweiler
Q510329,Carol_Guzy
Q21585382,Smiler
Q4697049,Ailene_Fields
Q75397376,Ivan_Cash
Q6776397,Martin_Postle
Q5110990,Christine_Davenier
Q2158564,Robert Rehfeldt
Q6376868,Kathleen_O'Connor_(painter)
Q75403617,Thornton_Dial,_Jr.
Q6776511,Martin_S._James
Q448696,Ayano_Yamane
Q2158704,Robert Schade
Q6164328,Jasuben_Shilpi
Q66685136,Matthew_Mazzotta
Q6778414,Marvin_Mangus
Q4769452,Annie_Wells
Q21592089,Candice Pedersen
Q752085,Katarina_Ivanović
Q66693028,Leo_Monahan
Q677871,Vi_Hart
Q70121,Aenne_Biermann
Q21597978,Alfred Rodrigues
Q5297435,Dora_Meeson
Q81699543,Barry_Pressing
Q6778862,Mary_Ann_Caws
Q6884555,Miyuki_Matsuda
Q21598158,Gianni Gallo
Q5271223,Diana_Markosian
Q84073437,Dilmus_Hall
Q6778984,Mary_Azarian
Q6362238,Kang_Kyung-ok
Q21621425,Yazan Halwani
Q19643515,Louise_Hindsgavl
Q47498734,C._M._Kosemen
Q6779028,Mary_Beckinsale
Q4422663,Marina_Skugareva
Q216229,John Gutmann
Q3081253,Francine_Van_Hove
Q43139440,Abigail_Varela
Q6779990,Mary_Katrantzou
Q5648971,Hannah_Tompkins_(artist)
Q216298,Nicky Hilton
Q3792197,Kalli_Kalde
Q85775877,Larry_Walker_(artist)
Q6780855,Mary_Tregear
Q4166957,Jelena_Dorotka
Q21642373,Mattia Casalegno
Q8043522,Xenobia_Bailey
Q70138405,Jiang_Weipu
Q6782337,Masahiko_Kimura_(bonsai_artist)
Q16195744,Nicola_Philipps
Q21642947,Mariam Rezaei
Q6779531,Mary_Fife_Laning
Q70778061,Shamuhammed_Akmuhammedov
Q6782376,Masahiro_Mori_(designer)
Q1978192,Geneviève_Asse
Q21643938,Loretta Dunkelman
Q16105457,Cedar_Prest
Q63286201,Ding_Yi_(artist)
Q6792748,Maureen_Paley
Q7561755,Sonja_Sekula
Q216570,T. Lux Feininger
Q5372791,Emma_Eleonora_Kendrick
Q43139151,Natee_Utarit
Q6811299,Melanie_Kent_Steinhardt
Q443779,María_Blanchard
Q21663033,Janne Kyttanen
Q4693022,Agnes_Lunn
Q43140499,Ren_Zhong
Q6828798,Michael_Brand
Q4755193,Andrea_Modica
Q21663135,Sandro Kopp
Q5045073,Caroline_Friederike_Friedrich
Q73115588,Fred_Millett
Q6829629,Michael_D._Fay
Q7245620,Priscilla_Rattazzi
Q21663302,Eduardo Urbano Merino
Q7272574,Quirina_Alippi-Fabretti
Q73175744,Alfred_L._Bright
Q6830269,Michael_Fernandes_(artist)
Q5442420,Feliza_Bursztyn
Q21664520,Ras Daniel Heartman
Q5110741,Christina_Angelina
Q77414021,Adrian_Stimson
Q6830399,Michael_Francis_Gibson
Q4858723,Barbara_Astman
Q21676941,Elizabeth Gower
Q3809255,Joanna_Troikowicz
Q73973619,Chase_Langford
Q6831909,Michael_Klein_(art_dealer)
Q13560889,Lynsey_Addario
Q21705232,Vernon Ah Kee
Q2850565,Anna_Lea_Merritt
Q74328141,Bill_Whiskey_Tjapaltjarri
Q6832483,Michael_Mandiberg
Q4073085,Umida_Akhmedova
Q21711985,Midori Suzuki
Q6779165,Mary_Cameron_(painter)
Q20733000,Ellis_Owen_Ellis
Q6833369,Michael_Paraskos
Q7154973,Pauline_Amos
Q21715276,Marcelo Pombo
Q4806642,Ville_Jais_Nielsen
Q75853986,Austin_Lee
Q6834695,Michael_Sullivan_(art_historian)
Q13560768,Brenda_Putnam
Q217160,Kenny Rogers
Q5967826,I.J._Berthe_Hess
Q43126758,Bruce_Angrave
Q6837194,Michelle_P._Brown
Q6762264,Marianne_Peretti
Q21727500,Kunle Filani
Q1522497,Lilo_Rasch-Naegele
Q43137234,Lui_Shou-Kwan
Q6849632,Majdouline_Idrissi
Q532187,Elke_Rehder
Q21727807,John Ingleby
Q2554561,Juana_Marta_Rodas
Q76596199,Doug_Harvey_(artist)
Q6850955,Mildred_Constantine
Q5415198,Eva_Vermandel
Q217280,Joss Stone
Q2582765,Christine_Tohmé
Q61721582,Huang_Banruo
Q685953,Maxim_Karolik
Q1439115,Onorata_Rodiani
Q2172890,Rudolf Heinrich
Q16193811,Caroline_Ramersdorfer
Q78171778,Robert_Linsley
Q6862115,Mimi_Cazort
Q23928444,Gemma_Booth
Q2177800,ruth weiss
Q1982198,Virginia_Pérez-Ratton
Q78171712,Bruce_Eves
Q6862133,Mimi_Gardner_Gates
Q6760703,Margot_Tomes
Q2180679,David Vignoni
Q16187208,Catriona_Millar
Q80057070,Henry_Speller
Q6872999,Mircea_Florian_(musician)
Q3129707,Dixie_Selden
Q2181257,Andrea Way
Q1235524,Dolgor_Ser-Od
Q43129951,Omar_El-Nagdi
Q691834,Ennio_Quirino_Visconti
Q6757118,Marcia_Kure
Q2181383,Ma Ke
Q8264938,Ilona_Harima
Q82367960,Eric_Westbrook
Q69439,Amalia_von_Helvig
Q6774151,Marta_Minujín
Q21843465,Yevgeny Kamzolkin
Q334819,Auguste_Hüssener
Q87183509,Jacob_Koopee_Jr.
Q69449082,Elizabeth_Cropper
Q13560725,Suzy_Frelinghuysen
Q21857909,James Dupree
Q11465984,Catarina_Ykens-Floquet
Q87106128,Frank_Big_Bear
Q6949696,Mária_Molnár
Q4966715,Bridget_Flannery
Q21872699,Lionel Smit
Q6624017,Aleijda_Wolfsen
Q21537044,Percy_Trompf
Q6957402,Nada_Shabout
Q5056394,Cecile_Walton
Q21872826,Patrick Waterhouse
Q6584364,Suze_Robertson
Q84598881,Vỡ_Xương
Q695823,Arnold_Möller
Q15438293,Marion_Manley
Q21929710,Harper Pennington
Q16014889,Dorothy_Hood
Q84146570,Kim_Dorland
Q69981808,Caroline_Worthington
Q7648360,Susan_Schwalb
Q21931786,JG Mair
Q6778963,Mary_Annie_Sloane
Q101693648,T.S._Idiot
Q69991042,Richard_Green_(curator)
Q5617919,Gulumbu_Yunupingu
Q21932253,Yassi Mazandi
Q6745936,Sophie_Cauvin
Q85648508,Talle_Bamazi
Q7026318,Nicholas_Treadwell
